country,rnd_1_year_growth_%,capex_1_year_growth_%,capex_eur_million,capex_int_%,company,employees,employees_1_year_growth_%,eu_rank,industrial_sector,profitability_%,profits_1_year_growth_%,profits_losses_eur_million,rnd_eur_million,rnd_intensity_%,sales_1_year_growth_%,sales_eur_million,year
germany,22.27,4.2,44.7,7.68,biotest,2.16,8.06,327,pharmaceuticals & biotechnology,9.21,-0.74,53.6,57.1,9.81,16.21,582.0,2014
germany,38.19,-9.52,38.61,1.5,durr,14.15,73.8,328,industrial engineering,8.63,9.13,222.1,57.02,2.21,6.98,2574.91,2014
germany,15.0,-1.09,33.79,2.47,grammer,10.7,6.13,329,automobiles & parts,4.16,-0.02,56.84,56.34,4.12,7.92,1365.9,2014
spain,23.58,,10.18,6.8,zeltia,0.67,5.89,330,pharmaceuticals & biotechnology,10.01,49.99,14.97,56.33,37.64,5.52,149.65,2014
italy,-10.37,,151.19,6.32,cofide,13.84,-1.94,331,general industrials,3.92,-118.87,93.78,56.32,2.35,-49.65,2392.62,2014
italy,-10.49,,42.28,3.13,sogefi,6.67,-2.43,332,automobiles & parts,4.48,-43.88,60.52,56.28,4.17,1.08,1349.39,2014
belgium,0.0,,,0.0,kbc,36.26,-4.3,333,banks,35.98,41.69,2420.0,56.0,0.83,-11.71,6726.0,2014
germany,-0.64,53.81,86.14,9.67,sartorius,6.32,7.76,334,electronic & electrical equipment,13.88,11.24,123.67,55.3,6.21,12.58,891.17,2014
germany,-4.7,-23.33,18.4,1.67,koenig & bauer,5.73,-10.58,335,industrial engineering,1.22,-110.25,13.4,54.8,4.98,0.04,1100.1,2014
spain,23.15,,843.01,2.42,acs,217.91,32.27,336,construction & materials,4.6,-7.87,1603.71,54.8,0.16,-9.1,34880.86,2014
germany,16.38,-33.97,3.55,1.62,nemetschek,1.56,15.2,337,software & computer services,20.24,18.66,44.22,54.68,25.03,17.48,218.45,2014
austria,-2.3,-30.24,7.37,1.62,kapsch trafficcom,3.55,7.16,338,electronic & electrical equipment,7.55,16.98,34.48,54.03,11.84,-6.28,456.38,2014
france,15.75,-8.68,45.98,4.68,somfy,7.99,0.0,339,electronic & electrical equipment,12.93,-5.25,126.93,53.6,5.46,6.38,981.73,2014
germany,4.71,5.03,77.05,4.44,nordex,2.92,12.62,340,alternative energy,4.96,364.61,86.05,53.4,3.08,21.36,1734.53,2014
italy,0.95,,,0.0,avio,0.71,-7.53,341,aerospace & defence,3.21,-87.91,2.15,53.3,79.49,-72.99,67.05,2014
germany,11.32,,,0.0,ego blanc und fischer &,7.63,2.69,342,household goods & home construction,5.2,19.34,55.56,53.24,4.98,11.04,1068.93,2014
germany,0.95,-28.29,61.1,3.99,deutz,3.92,-0.91,343,industrial engineering,0.58,-79.01,8.9,53.1,3.47,5.3,1530.2,2014
germany,50.72,,,0.0,wustenrot & wurttembergische,7.67,-4.18,344,banks,18.82,53.3,283.0,52.6,3.5,5.38,1503.5,2014
denmark,2.64,23.47,67.95,4.06,coloplast,9.07,7.83,345,health care equipment & services,33.37,12.94,557.99,52.34,3.13,6.82,1672.23,2014
belgium,-3.42,,,0.0,xtrion,3.06,2.31,346,technology hardware & equipment,12.25,264.02,50.07,51.76,12.66,9.26,408.83,2014
spain,55.25,,,0.0,banco popular espanol,15.32,-4.41,347,banks,9.61,5.4,373.0,51.0,1.31,9.06,3882.4,2014
denmark,11.62,58.18,17.54,1.93,auriga industries,2.3,4.13,348,chemicals,8.9,-5.84,80.9,50.77,5.59,2.39,908.93,2014
uk,-5.33,-39.66,10.75,1.17,ultra electronics,4.79,12.0,349,aerospace & defence,4.76,-45.22,43.7,50.44,5.5,-4.22,917.56,2014
germany,11.8,-6.35,96.24,3.85,jungheinrich,12.55,5.99,350,industrial engineering,7.71,11.88,192.45,50.24,2.01,9.08,2497.77,2014
finland,25.0,-100.0,,0.0,tieto,13.72,-6.66,351,software & computer services,3.82,-38.61,58.2,50.0,3.28,-8.9,1522.5,2014
france,6.38,-26.0,316.0,10.28,eramet,14.03,6.14,352,industrial metals & mining,-0.33,-92.0,-10.0,50.0,1.63,-0.32,3075.0,2014
italy,15.21,,52.74,3.05,de longhi,6.71,14.29,353,household goods & home construction,11.45,-10.58,197.67,49.9,2.89,5.76,1726.68,2014
denmark,-5.28,0.73,11.15,3.52,bang & olufsen,2.07,-5.57,354,leisure goods,-34.25,-32380.04,-108.58,49.74,15.69,-17.71,317.08,2014
uk,82.81,,0.43,,circassia,0.05,145.0,355,pharmaceuticals & biotechnology,,88.41,-58.9,49.59,,,,2014
denmark,2.55,-11.88,2.05,0.85,simcorp,1.19,8.6,356,software & computer services,23.75,5.58,57.26,49.45,20.51,7.08,241.07,2014
france,5.12,1.15,22.6,2.45,cegedim,7.92,-0.88,357,software & computer services,-13.97,-451.29,-129.01,49.3,5.34,1.07,923.28,2014
germany,24.56,3.77,72.45,3.89,paul hartmann,10.22,-0.4,358,health care equipment & services,6.85,36.55,127.57,49.2,2.64,3.77,1862.04,2014
uk,-2.35,,,0.0,lubrizol,0.46,3.85,359,chemicals,17.47,70.28,38.53,48.89,22.16,0.33,220.61,2014
uk,52.0,,,0.0,wittington investments,119.37,5.22,360,food producers,8.35,0.09,1402.55,48.85,0.29,-2.72,16795.85,2014
uk,8.95,135.46,25.16,5.51,playtech,3.97,21.8,361,software & computer services,28.03,13.31,128.11,48.71,10.66,24.45,456.98,2014
germany,2.64,41.78,76.49,3.51,ksb,16.31,-1.43,362,industrial engineering,3.47,-52.01,75.65,48.65,2.23,-2.92,2181.74,2014
france,-16.47,-35.07,11.51,1.3,akka technologies,10.62,-1.57,363,support services,5.18,-7.99,45.91,48.13,5.44,0.77,885.61,2014
germany,10.19,176.19,2.9,4.53,morphosys,0.33,10.03,364,pharmaceuticals & biotechnology,-9.18,-157.84,-5.87,48.08,75.15,-17.93,63.98,2014
france,-5.88,-2.27,1507.0,3.86,vinci,185.0,-2.99,365,construction & materials,11.32,15.98,4420.0,48.0,0.12,-4.17,39043.0,2014
ireland,-7.69,,,0.0,allied irish banks,11.38,-9.99,366,banks,43.52,-165.86,1111.0,48.0,1.88,48.6,2553.0,2014
uk,22.7,,,0.0,nats,4.34,-3.92,367,industrial transportation,24.67,35.72,292.59,47.95,4.04,0.52,1185.8,2014
uk,28.93,-39.13,1.8,2.41,vectura,0.24,13.02,368,pharmaceuticals & biotechnology,-14.48,35.48,-10.8,46.41,62.24,58.9,74.56,2014
italy,-2.94,,37.84,2.97,immsi,7.87,-2.47,369,automobiles & parts,6.3,25.03,80.24,46.31,3.63,1.34,1274.58,2014
sweden,29.55,,,0.0,lkab,4.54,2.53,370,mining,2.76,-92.54,60.68,46.2,2.11,-12.86,2194.72,2014
germany,-42.82,30.34,72.6,2.44,puma,11.27,2.6,371,personal goods,4.31,105.13,128.0,46.2,1.55,-0.45,2972.0,2014
finland,15.79,-23.11,18.3,1.3,outotec,4.57,-5.85,372,industrial engineering,0.73,-92.44,10.2,46.2,3.29,-26.62,1402.6,2014
uk,4.51,-2.61,14.65,4.14,fidessa,1.67,-0.06,373,software & computer services,14.03,-5.44,49.61,45.76,12.94,-1.44,353.54,2014
germany,31.06,,,0.0,otto,54.04,-0.41,374,general retailers,0.12,-95.72,14.59,45.52,0.38,0.46,12056.65,2014
czech republic,18.83,-21.54,1291.28,17.84,cez,26.26,-1.23,375,electricity,17.12,-27.9,1239.34,45.32,0.63,-7.53,7237.98,2014
uk,41.03,54.24,74.95,6.11,hikma pharmaceuticals,7.14,1.02,376,pharmaceuticals & biotechnology,27.4,11.48,336.05,45.3,3.69,9.08,1226.42,2014
austria,23.14,19.71,69.57,8.05,ktm,2.06,13.72,377,automobiles & parts,8.7,37.32,75.2,45.16,5.22,20.69,864.64,2014
greece,5.45,,,0.0,pharmathen,0.76,0.0,378,pharmaceuticals & biotechnology,14.72,0.73,26.6,45.09,24.95,1.49,180.69,2014
portugal,-15.38,,,0.0,bial,0.0,,379,pharmaceuticals & biotechnology,19.29,33.18,39.41,44.91,21.98,2.4,204.31,2014
germany,25.5,,,0.0,wago,5.4,6.48,380,electronic & electrical equipment,9.94,42.03,59.72,44.52,7.41,7.09,600.8,2014
uk,7.73,39.94,28.49,3.05,halma,5.33,6.58,381,electronic & electrical equipment,18.55,-7.05,173.18,44.49,4.77,7.34,933.49,2014
italy,-4.93,,507.26,12.21,italcementi,17.78,-3.55,382,construction & materials,3.8,7.33,157.86,44.4,1.07,-1.88,4155.64,2014
denmark,-2.0,-3.98,50.6,6.69,chr hansen,2.51,0.0,383,pharmaceuticals & biotechnology,27.08,6.39,204.8,44.1,5.83,2.41,756.2,2014
denmark,-21.96,-30.15,49.25,1.61,flsmidth,13.84,-11.28,384,industrial engineering,5.71,-472.91,174.11,44.0,1.44,-15.82,3049.52,2014
italy,9.37,,13.35,1.56,ima industria macchine automatiche,3.8,-2.21,385,industrial engineering,12.64,12.24,108.03,43.72,5.12,12.31,854.62,2014
uk,49.89,,,0.0,computational dynamics,0.43,11.11,386,software & computer services,5.37,-1555.35,6.12,43.28,38.01,11.22,113.86,2014
uk,5.55,,,0.0,wolfson microelectronics,0.44,4.51,387,technology hardware & equipment,-11.13,107.82,-16.44,43.21,29.24,-0.17,147.79,2014
belgium,19.44,8.64,528.0,2.47,delhaize,152.01,-5.52,388,food & drug retailers,2.79,-20.85,596.0,43.0,0.2,3.73,21361.0,2014
uk,28.68,-35.29,5.66,1.14,oxford instruments,2.42,18.05,389,electronic & electrical equipment,0.16,-97.31,0.77,42.68,8.61,7.05,495.58,2014
spain,29.48,,,0.0,ferrovial,66.64,0.82,390,construction & materials,8.45,-10.04,744.0,42.6,0.48,7.79,8802.0,2014
uk,32.0,,,0.0,standard life,0.0,-100.0,391,life insurance,-157.41,8.03,-4741.15,42.42,1.41,-9.95,3012.07,2014
uk,-1.92,-30.18,48.6,0.9,gas turbine efficiency,31.94,6.93,392,industrial engineering,7.77,38.37,420.89,42.17,0.78,14.27,5414.79,2014
sweden,-3.88,-29.71,370.7,9.44,boliden,4.88,1.37,393,mining,7.48,52.85,293.73,42.16,1.07,7.21,3927.49,2014
italy,5.81,,11.21,2.41,datalogic,2.47,4.48,394,electronic & electrical equipment,10.25,4.68,47.62,42.08,9.06,3.09,464.65,2014
the netherlands,23.85,64.75,34.94,2.59,tkh,5.03,4.75,395,electronic & electrical equipment,8.76,75.66,118.35,41.86,3.1,12.73,1350.38,2014
italy,1.58,,133.07,4.46,danieli,11.42,4.39,396,industrial engineering,12.1,-20.28,361.4,41.78,1.4,1.68,2986.99,2014
germany,13.43,,,0.0,wilo,7.19,4.26,397,industrial engineering,10.12,4.06,124.55,41.66,3.38,3.68,1230.82,2014
denmark,0.59,-5.38,32.66,1.53,nkt,9.08,2.01,398,electronic & electrical equipment,3.92,1.67,83.58,41.55,1.95,0.34,2134.46,2014
denmark,-21.03,-10.75,22.34,6.82,alk abello,1.84,4.59,399,pharmaceuticals & biotechnology,12.86,138.93,42.12,41.44,12.66,8.42,327.37,2014
france,32.21,60.84,35.39,4.75,criteo,1.63,,400,media,5.47,1179.96,40.74,41.44,5.56,67.83,745.08,2014
germany,15.64,2.82,73.82,5.75,wacker neuson,4.37,5.17,401,industrial engineering,9.83,27.1,126.27,41.27,3.21,10.76,1284.26,2014
germany,-13.53,21.89,4.2,0.92,kontron,1.34,-36.4,402,technology hardware & equipment,-1.21,-80.96,-5.52,41.25,9.03,2.59,456.8,2014
sweden,19.85,,,0.0,molnlycke health care,0.47,3.3,403,health care equipment & services,24.45,9.15,218.67,41.2,4.61,5.2,894.39,2014
finland,-16.33,-100.0,,0.0,fortum,8.59,-13.09,404,electricity,28.44,-15.93,1351.0,41.0,0.86,-21.55,4751.0,2014
uk,-30.89,-100.0,,0.0,amarin,0.2,8.65,405,pharmaceuticals & biotechnology,-170.16,-49.35,-75.96,40.96,91.74,105.69,44.64,2014
uk,19.66,-39.56,4.53,1.21,888 holdings,1.31,4.23,406,travel & leisure,17.59,42.35,65.89,40.61,10.84,13.53,374.52,2014
uk,121.36,,,,ecotive,0.0,,407,automobiles & parts,,163.42,-48.44,40.52,,,,2014
germany,-4.94,2.47,386.2,5.7,sudzucker,18.46,1.51,408,food producers,5.22,-49.25,353.6,40.4,0.6,-10.03,6777.6,2014
the netherlands,2.54,2.57,67.8,8.8,corbion,1.89,0.42,409,food producers,1.68,-65.6,12.9,40.4,5.25,3.56,770.1,2014
sweden,-11.92,,,0.0,posten norden,37.98,-3.38,410,industrial transportation,0.88,-48.08,37.37,40.14,0.94,1.05,4253.16,2014
finland,0.0,30.5,261.0,1.74,neste oil,4.99,-2.12,411,oil & gas producers,2.52,-33.39,379.0,40.0,0.27,-14.04,15011.0,2014
france,-47.94,53.69,26.3,1.15,sopra steria,37.36,129.42,412,software & computer services,7.44,43.22,169.71,39.93,1.75,69.04,2280.35,2014
uk,167.65,98.29,7.92,3.27,telit communications,0.69,21.12,413,technology hardware & equipment,5.14,94.67,12.45,39.84,16.45,20.88,242.16,2014
germany,12.54,,,0.0,leonhard kurz stiftung,4.12,3.86,414,general industrials,9.5,-7.92,57.13,39.75,6.61,-1.34,601.33,2014
germany,-0.72,45.18,25.49,4.32,jenoptik,3.55,3.5,415,industrial engineering,7.71,-9.49,45.53,39.73,6.73,-1.68,590.21,2014
the netherlands,33.17,5.12,62.44,5.07,cimpress,6.2,24.0,416,support services,6.45,12.12,79.34,39.68,3.22,17.63,1230.71,2014
germany,-59.24,-10.85,3994.0,3.58,e.on,58.5,-4.6,417,"gas, water & multi-utilities",-0.93,-124.64,-1040.0,39.54,0.04,-6.79,111556.0,2014
germany,-9.66,13.33,132.6,9.93,sgl carbon,6.34,-0.7,418,chemicals,-3.26,-36.77,-43.5,39.3,2.94,-6.12,1335.6,2014
france,9.85,-8.53,386.0,13.83,aeroports de paris,8.97,-0.66,419,industrial transportation,28.45,11.2,794.0,38.0,1.36,1.34,2791.0,2014
the netherlands,5.56,38.19,199.0,5.43,constellium,8.6,0.0,420,industrial metals & mining,5.84,-2.73,214.0,38.0,1.04,4.89,3666.0,2014
the netherlands,131.13,1080.31,15.77,336.58,uniqure,0.16,86.21,421,pharmaceuticals & biotechnology,-846.13,79.52,-39.64,37.63,803.24,59.19,4.69,2014
uk,-2.34,-23.88,6.56,1.37,genus,2.31,8.03,422,pharmaceuticals & biotechnology,11.31,13.78,54.12,37.54,7.85,7.79,478.49,2014
italy,9.4,,9.16,0.7,ansaldo sts,3.8,-7.97,423,industrial transportation,9.95,6.72,129.68,37.4,2.87,3.75,1303.51,2014
france,11.68,-31.43,28.8,4.25,saft,4.08,5.76,424,electronic & electrical equipment,9.42,6.5,63.9,37.3,5.5,8.68,678.4,2014
uk,-16.08,-17.54,3.31,1.23,aveva,1.6,11.52,425,software & computer services,25.01,-25.73,67.1,37.17,13.85,-12.07,268.28,2014
the netherlands,85.95,-65.09,48.6,1.08,sbm offshore,8.3,-0.69,426,"oil equipment, services & distribution",12.13,251.85,547.73,37.06,0.82,19.59,4515.28,2014
germany,5.09,107.58,28.66,13.68,elmos semiconductor,1.12,5.28,427,technology hardware & equipment,9.51,68.08,19.93,36.73,17.53,10.81,209.52,2014
uk,34.77,,,0.0,oxford nanopore technologies,0.2,35.37,428,pharmaceuticals & biotechnology,,45.16,-54.01,36.46,,,0.2,2014
germany,9.45,7.18,8.08,1.57,compugroup medical,4.22,11.38,429,software & computer services,10.47,-5.03,53.92,36.18,7.02,12.09,515.1,2014
uk,13.31,-60.66,3.09,0.92,sdl,3.25,2.14,430,software & computer services,2.88,-131.25,9.64,36.12,10.79,-2.14,334.76,2014
finland,-4.58,67.17,6.69,4.35,f-secure,0.92,-1.92,431,software & computer services,12.21,-30.63,18.78,35.46,23.05,-0.81,153.84,2014
uk,-32.81,-21.53,9840.21,22.86,bhp billiton,42.83,-8.96,432,mining,18.34,-59.18,7897.2,35.42,0.08,-22.23,43049.97,2014
france,-1.72,-28.63,21.48,5.25,guerbet,1.47,5.66,433,pharmaceuticals & biotechnology,10.04,22.77,41.07,35.28,8.63,4.95,408.96,2014
germany,34.93,38.6,23.52,5.48,schaltbau,2.65,29.7,434,industrial engineering,5.33,-43.06,22.9,35.16,8.18,9.96,429.61,2014
finland,-7.89,12.17,378.0,3.83,upm-kymmene,20.41,-2.56,435,forestry & paper,6.21,14.37,613.0,35.0,0.35,-1.85,9868.0,2014
finland,-35.19,-14.81,46.0,1.86,valmet,10.46,-11.06,436,industrial engineering,2.71,-219.64,67.0,35.0,1.42,-5.36,2473.0,2014
uk,7.09,-0.37,138.84,4.43,weir,15.29,11.19,437,industrial engineering,7.71,-61.99,241.56,34.97,1.12,0.35,3134.45,2014
uk,97.2,-32.98,284.9,26.9,inmarsat,1.59,-1.85,438,mobile telecommunications,32.02,75.09,339.18,34.76,3.28,1.9,1059.14,2014
france,-3.78,15.91,105.44,5.33,bic,9.55,21.07,439,household goods & home construction,18.63,7.2,368.64,34.69,1.75,4.84,1979.12,2014
uk,-1.18,,,0.0,glen electric,5.01,-0.42,440,household goods & home construction,8.53,15.21,92.64,34.67,3.19,3.83,1086.53,2014
sweden,-28.65,-12.0,2.43,0.88,swedish orphan biovitrum,0.59,7.88,441,pharmaceuticals & biotechnology,0.69,-125.28,1.92,34.55,12.45,19.77,277.54,2014
uk,-11.17,,,0.0,effem holdings,4.89,0.47,442,food producers,14.32,5.22,509.44,34.11,0.96,-0.83,3558.08,2014
sweden,8.84,12.91,102.42,4.27,trelleborg,16.55,11.63,443,general industrials,14.39,27.42,344.83,34.07,1.42,4.85,2396.99,2014
italy,25.77,,,0.0,same deutz-fahr,2.94,10.32,444,industrial engineering,6.16,-10.23,74.55,33.98,2.81,-0.14,1210.21,2014
finland,18.31,,7.9,2.64,vaisala,1.61,8.62,445,electronic & electrical equipment,8.74,56.89,26.2,33.6,11.21,9.7,299.7,2014
uk,-2.25,14.69,68.26,3.68,vesuvius,11.1,-3.42,446,general industrials,8.71,-31.52,161.72,33.55,1.81,-8.32,1856.86,2014
france,26.2,55.09,4.66,1.78,axway software,1.96,9.98,447,software & computer services,13.11,10.7,34.29,33.45,12.79,10.12,261.59,2014
germany,4.0,,,0.0,brainlab,1.13,6.61,448,health care equipment & services,8.12,8.84,19.62,33.37,13.82,10.03,241.49,2014
uk,12.37,,,0.0,anite,0.0,-100.0,449,software & computer services,15.62,-9.24,17.6,33.21,29.48,-32.48,112.64,2014
france,17.82,,,0.0,fives,0.0,,450,industrial engineering,5.94,-11.27,92.65,33.11,2.12,-4.04,1560.49,2014
germany,-4.61,,,0.0,gothaer,0.0,-100.0,451,life insurance,-6.11,849.37,-226.9,33.1,0.89,3.3,3714.5,2014
germany,7.52,-27.75,52.6,2.82,fuchs petrolub,4.11,5.76,452,chemicals,16.51,-1.06,308.1,32.9,1.76,1.87,1865.9,2014
sweden,8.07,29.03,4.26,1.32,industrial and financial systems,2.71,3.48,453,software & computer services,9.85,37.16,31.83,32.79,10.15,10.73,323.01,2014
the netherlands,-11.62,,,0.0,nutreco,11.01,50.61,454,food producers,3.59,-13.46,188.4,32.7,0.62,0.3,5253.0,2014
uk,33.01,,,0.0,megger,1.23,-0.16,455,electronic & electrical equipment,-23.72,-290.06,-53.34,32.64,14.52,-0.67,224.82,2014
uk,-0.17,,,0.0,bloor investments,3.01,11.14,456,general industrials,8.34,92.63,96.51,32.48,2.81,18.4,1156.68,2014
denmark,8.13,-82.77,29.76,1.37,rockwool international,11.0,9.27,457,construction & materials,1.0,-87.19,21.82,32.3,1.48,8.73,2180.4,2014
germany,0.38,,,0.0,ludwig krohne,3.2,5.3,458,industrial engineering,9.88,12.12,42.11,32.28,7.57,3.71,426.23,2014
france,7.69,-9.06,15.08,2.27,latecoere,4.8,3.96,459,aerospace & defence,2.09,-380.66,13.86,32.2,4.85,6.92,664.07,2014
france,-0.79,41.77,3.44,,cegid,2.02,-3.45,460,software & computer services,,-100.0,,31.71,,-100.0,,2014
italy,109.13,,5.29,1.51,prima industrie,1.58,3.2,461,industrial engineering,5.29,-33.24,18.55,31.58,9.01,4.35,350.46,2014
the netherlands,8.5,65.15,6.47,1.71,be semiconductor industries,1.51,5.3,462,technology hardware & equipment,19.03,282.14,72.07,31.4,8.29,48.59,378.8,2014
malta,-15.61,-33.33,3.09,0.77,unibet,0.72,-18.82,463,travel & leisure,32.34,123.73,129.71,31.37,7.82,16.42,401.09,2014
sweden,306.94,,,0.0,hoganas holding,1.8,213.07,464,support services,9.75,-3555.0,73.57,31.19,4.13,243.01,754.82,2014
the netherlands,5.99,,,0.0,unit4,4.3,-1.87,465,software & computer services,7.13,51.73,34.96,30.96,6.31,4.41,490.49,2014
germany,-1.09,-8.79,11.1,1.52,ohb technology,2.09,-13.52,466,aerospace & defence,3.94,-29.04,28.69,30.86,4.24,7.06,728.15,2014
uk,14.29,-0.62,820.19,5.9,diageo,33.36,21.96,467,beverages,25.75,15.86,3579.0,30.85,0.22,5.41,13900.77,2014
sweden,42.36,107.19,178.0,3.5,ssab,13.64,66.45,468,industrial metals & mining,-0.81,-65.64,-41.41,30.77,0.61,36.35,5083.78,2014
denmark,27.37,65.04,50.19,0.77,dsv,22.87,3.87,469,industrial transportation,5.4,5.13,353.07,30.68,0.47,6.28,6536.87,2014
uk,22.28,-10.03,131.51,4.42,debenhams,28.23,-6.4,470,general retailers,5.56,-12.86,165.45,30.34,1.02,1.34,2973.12,2014
uk,-13.26,,,0.0,codemasters software,0.52,-22.14,471,software & computer services,-7.52,-68.58,-4.53,30.22,50.2,-4.6,60.2,2014
uk,24.34,-11.38,14.01,2.3,chemring,3.04,-22.32,472,aerospace & defence,-5.77,-11.04,-35.22,30.21,4.95,-24.0,610.51,2014
uk,35.04,-18.21,8.84,4.99,emis,1.61,18.81,473,software & computer services,21.07,17.08,37.28,29.92,16.91,30.41,176.94,2014
the netherlands,9.53,,,0.0,exact,1.47,-15.08,474,software & computer services,12.4,-40.28,23.32,29.87,15.88,-11.75,188.12,2014
sweden,23.89,14.24,28.53,2.43,nibe industrier,9.73,8.27,475,industrial engineering,11.86,18.98,139.25,29.6,2.52,12.2,1174.6,2014
uk,91.67,4.48,3954.39,20.24,national grid,24.27,1.53,476,"gas, water & multi-utilities",24.87,1.2,4859.42,29.57,0.15,2.65,19541.81,2014
germany,-22.4,-51.25,2.74,0.84,arques industries,1.37,-4.41,477,financial services,-3.11,-6.85,-10.15,29.38,9.01,-13.53,326.08,2014
uk,1.79,41.35,80.86,6.01,croda international,3.61,1.83,478,chemicals,23.15,-8.18,311.49,29.18,2.17,-2.82,1345.47,2014
france,25.62,-77.22,8.41,3.77,soitec,1.25,-14.54,479,technology hardware & equipment,-130.87,44.4,-291.69,28.84,12.94,-9.82,222.88,2014
the netherlands,0.0,5.8,60.13,2.71,hunter douglas,16.36,-3.37,480,household goods & home construction,6.31,6.92,140.02,28.83,1.3,2.24,2219.75,2014
uk,2.62,,,0.0,metaswitch networks,0.64,1.74,481,software & computer services,3.82,214.59,4.38,28.75,25.06,8.55,114.72,2014
uk,,,,0.0,ghgl london,1.88,,482,chemicals,3.34,,21.91,28.7,4.38,,655.5,2014
denmark,21.14,0.44,397.87,12.52,tdc,8.59,-4.59,483,fixed line telecommunications,22.57,4.3,717.3,28.53,0.9,-4.01,3178.02,2014
spain,10.02,,283.53,7.6,obrascon huarte lain,24.62,13.26,484,construction & materials,23.83,-23.82,889.13,28.45,0.76,1.26,3730.52,2014
finland,13.15,-27.27,41.99,2.09,konecranes,11.98,1.27,485,industrial engineering,6.17,29.45,124.03,28.4,1.41,-4.2,2011.38,2014
germany,2.46,,,0.0,eppendorf,2.8,5.58,486,health care equipment & services,18.65,-7.66,93.77,28.18,5.61,-3.38,502.68,2014
germany,100.0,,,0.0,munich re,0.0,-100.0,487,nonlife insurance,-1.44,4.29,-680.0,28.0,0.06,-4.41,47225.0,2014
finland,-12.77,4.67,141.1,6.6,kemira,4.25,-4.6,488,chemicals,5.55,39.41,118.5,28.0,1.31,-4.15,2136.7,2014
portugal,91.93,,,0.0,credito agricola,4.24,0.07,489,banks,11.74,243.46,65.6,27.94,5.0,19.38,558.7,2014
uk,7.43,-6.89,43.45,3.67,morgan advanced materials,9.04,-5.52,490,general industrials,9.38,-22.07,111.2,27.9,2.35,-3.77,1184.9,2014
uk,5.6,,,0.0,euromonitor,0.86,4.25,491,media,2.23,-89.22,2.54,27.87,24.44,19.49,114.02,2014
france,-5.4,-74.6,0.95,0.92,inside secure,0.35,-5.72,492,technology hardware & equipment,-2.57,-88.38,-2.66,27.65,26.78,-18.92,103.26,2014
sweden,31.33,46.67,2.34,3.54,tobii,0.47,25.54,493,technology hardware & equipment,-11.11,86.49,-7.35,27.55,41.67,50.73,66.11,2014
uk,53.73,6.73,5.2,29.71,intelligent energy,0.35,-3.54,494,electronic & electrical equipment,-408.52,90.52,-71.52,27.43,156.66,-34.67,17.51,2014
sweden,-18.93,,,0.0,svenska handelsbanken,11.69,1.64,495,banks,50.14,6.21,2045.35,27.36,0.67,5.47,4078.99,2014
uk,-26.64,2.48,31.88,3.03,qinetiq,6.25,-30.07,496,support services,13.45,445.54,141.67,27.25,2.59,-31.22,1053.52,2014
uk,341.67,-27.19,10.67,1.45,xchanging,7.3,-7.9,497,support services,6.42,-54.29,47.31,27.25,3.7,-16.39,737.27,2014
portugal,-12.39,-23.49,1736.27,10.66,energias de portugal,11.8,-3.13,498,electricity,21.61,13.34,3521.31,27.2,0.17,1.18,16293.88,2014
france,-15.63,-42.29,262.0,4.8,accor,48.27,-0.9,499,travel & leisure,8.82,55.16,481.0,27.0,0.5,-0.73,5454.0,2014
sweden,10.07,148.08,0.95,0.5,medivir,0.12,-23.53,500,pharmaceuticals & biotechnology,67.27,3357.12,126.55,26.9,14.3,296.06,188.12,2014
belgium,-18.29,-38.59,1.93,22.73,biocartis group,0.19,20.38,501,pharmaceuticals & biotechnology,-344.1,10.62,-29.17,26.38,311.18,1.74,8.48,2014
france,-1.33,-22.86,19.54,1.57,manitou bf,3.31,2.0,502,industrial engineering,3.96,117.14,49.34,26.38,2.12,5.95,1246.46,2014
uk,15.1,,,0.0,pharm research associates,0.56,29.56,503,pharmaceuticals & biotechnology,3.38,156.01,7.34,26.37,12.14,22.84,217.13,2014
france,-11.4,,,0.0,stallergenes,1.04,1.56,504,pharmaceuticals & biotechnology,23.56,-1.04,59.03,26.29,10.49,2.47,250.55,2014
